vm21,1.0,0.040080158316633266
vm22,1.0,0.0
vm23,1.0,0.0
vm01,1.0,0.020080319277108433
vm02,1.0,0.020080319277108433
vm03,1.0,0.0
vm31,1.0,0.0
vm32,1.0,0.0
vm33,1.0,0.0
vm21,2.0,0.0
vm22,2.0,0.0
vm23,2.0,0.0
vm01,2.0,0.0
vm02,2.0,0.0
vm03,2.0,0.0
vm31,2.0,0.0
vm32,2.0,0.0
vm33,2.0,0.0
vm21,3.0,0.030241929435483872
vm22,3.0,0.0
vm23,3.0,0.0
vm01,3.0,0.01008064314516129
vm02,3.0,0.02016128629032258
vm03,3.0,0.0
vm31,3.0,0.0
vm32,3.0,0.0
vm33,3.0,0.0
vm21,4.1,0.0
vm22,4.1,0.0
vm23,4.1,0.0
vm01,4.1,0.0
vm02,4.1,0.0
vm03,4.1,0.0
vm31,4.1,0.0
vm32,4.1,0.0
vm33,4.1,0.0
vm21,5.1,0.010040158634538153
vm22,5.1,0.0
vm23,5.1,0.0
vm01,5.1,0.0
vm02,5.1,0.010020038076152305
vm03,5.1,0.0
vm31,5.1,0.0
vm32,5.1,0.0
vm33,5.1,0.0
