2edge2,1.0,0.0
2edge1,1.0,5.725000000000003E-4
2core,1.0,5.725000000000003E-4
gw2,1.0,5.64166666666667E-4
edge1,1.0,7.633333333333335E-4
core,1.0,7.633333333333335E-4
gw1,1.0,7.522222222222225E-4
edge2,1.0,0.0
3edge2,1.0,0.0
3edge1,1.0,0.0
3core,1.0,0.0
gw3,1.0,0.0
gw1,1.0,0.0
gw3,1.0,0.0
inter,1.0,0.0
gw2,1.0,0.0
2edge2,2.2,0.0
2edge1,2.2,0.0
2core,2.2,0.0
gw2,2.2,0.0
edge1,2.2,0.0
core,2.2,0.0
gw1,2.2,0.0
edge2,2.2,0.0
3edge2,2.2,0.0
3edge1,2.2,0.0
3core,2.2,0.0
gw3,2.2,0.0
gw1,2.2,0.0
gw3,2.2,0.0
inter,2.2,0.0
gw2,2.2,0.0
2edge2,3.2,0.0
2edge1,3.2,1.9083333333332932E-4
2core,3.2,1.9083333333332932E-4
gw2,3.2,1.8805555555555156E-4
edge1,3.2,1.9083333333332932E-4
core,3.2,1.9083333333332932E-4
gw1,3.2,1.8805555555555156E-4
edge2,3.2,0.0
3edge2,3.2,0.0
3edge1,3.2,0.0
3core,3.2,0.0
gw3,3.2,0.0
gw1,3.2,0.0
gw3,3.2,0.0
inter,3.2,0.0
gw2,3.2,0.0
